frequency,pdr
11,-84.8
12,-85.0
13,-85.2
14,-85.3
15,-86.6
16,-88.4
17,-90.1666666667
18,-91.0
19,-89.3
20,-88.1
21,-88.0
22,-88.625
23,-89.375
24,-90.1
25,-91.0
26,-91.0
