frequency,pdr
11,-70.7
12,-76.0
13,-68.8
14,-66.5
15,-66.6
16,-68.7
17,-67.1
18,-63.9
19,-59.9
20,-58.0
21,-58.0
22,-58.5
23,-59.6
24,-59.2
25,-61.0
26,-63.2
