frequency,pdr
11,-33.9
12,-34.0
13,-34.4
14,-34.0
15,-34.0
16,-34.0
17,-34.0
18,-34.0
19,-33.9
20,-34.0
21,-34.0
22,-34.4
23,-36.9
24,-37.0
25,-38.2
26,-40.0
