frequency,pdr
11,-51.2
12,-46.0
13,-62.4
14,-56.6
15,-50.2
16,-46.2
17,-53.0
18,-44.1
19,-51.0
20,-64.0
21,-62.4
22,-52.0
23,-46.0
24,-46.0
25,-47.7
26,-49.0
