frequency,pdr
11,-66.6
12,-61.0
13,-60.9090909091
14,-55.0
15,-55.0
16,-55.0
17,-55.0
18,-60.0
19,-62.125
20,-62.9
21,-61.0
22,-60.5
23,-61.0
24,-64.0
25,-68.4
26,-71.0
