frequency,pdr
11,-57.9
12,-57.9
13,-57.8
14,-58.0
15,-58.0
16,-58.0
17,-59.0
18,-60.0
19,-60.9
20,-61.0
21,-61.0
22,-61.0
23,-60.3
24,-58.2
25,-58.0
26,-58.0
