frequency,pdr
11,-39.7
12,-41.5
13,-39.6
14,-42.0
15,-46.0
16,-44.0
17,-43.0
18,-40.0
19,-40.0
20,-40.0
21,-43.0
22,-55.9
23,-55.0
24,-46.0
25,-47.3
26,-57.9
