frequency,pdr
11,-62.5
12,-67.0
13,-64.8
14,-70.0
15,-66.6
16,-75.0
17,-66.3
18,-68.2
19,-58.0
20,-57.6
21,-55.0
22,-64.0
23,-70.0
24,-55.0
25,-61.0
26,-62.2
