frequency,pdr
11,-70.7777777778
12,-67.0
13,-67.0
14,-73.8
15,-74.2
16,-74.0
17,-78.8
18,-71.0
19,-67.0
20,-69.4
21,-80.6
22,-70.0
23,-73.0
24,-81.9
25,-74.4
26,-74.0
