frequency,avg_rssi
11,-67.54
12,-66.4236111111
13,-66.2737819026
14,-67.0899122807
15,-67.4239130435
16,-67.852494577
17,-68.0374449339
18,-67.2355658199
19,-67.8058690745
20,-67.966367713
21,-69.1108695652
22,-64.3225806452
23,-67.6777251185
24,-67.7761904762
25,-68.4209302326
26,-68.276744186
