frequency,avg_rssi
11,-72.6261261261
12,-74.8288100209
13,-76.4060150376
14,-77.277173913
15,-78.4679054054
16,-78.3992932862
17,-77.527027027
18,-76.6829787234
19,-78.6057142857
20,-76.5054945055
21,-78.3462282398
22,-72.5161290323
23,-77.6989690722
24,-78.4557956778
25,-79.1813186813
26,-79.0162454874
