frequency,avg_rssi
11,-74.3496143959
12,-75.3259259259
13,-76.388372093
14,-77.2351648352
15,-77.679916318
16,-76.4530516432
17,-75.7052896725
18,-76.1017369727
19,-77.5791855204
20,-74.9048913043
21,-76.5764411028
22,-70.8703703704
23,-76.0315789474
24,-77.4545454545
25,-78.0626506024
26,-78.6603773585
