frequency,avg_rssi
11,-77.7310756972
12,-78.6464088398
13,-79.8610662359
14,-79.4569105691
15,-80.0743134087
16,-78.446
17,-79.8125
18,-79.7412587413
19,-80.9347133758
20,-78.75
21,-81.1943127962
22,-76.1973333333
23,-80.2457142857
24,-80.8070175439
25,-81.1941074523
26,-80.319391635
