frequency,avg_rssi
11,-74.6660746004
12,-74.4063079777
13,-75.065404475
14,-74.2960413081
15,-74.220890411
16,-74.9949916528
17,-74.0127041742
18,-74.4920071048
19,-75.7072368421
20,-73.5122410546
21,-75.6374172185
22,-70.4798206278
23,-74.897707231
24,-75.2599277978
25,-76.6143106457
26,-77.0746003552
