frequency,avg_rssi
11,-73.5775862069
12,-76.2934782609
13,-78.0295081967
14,-76.594795539
15,-78.2314814815
16,-78.3343465046
17,-77.2483870968
18,-75.3403508772
19,-76.3514376997
20,-75.4813559322
21,-78.1507246377
22,-71.257918552
23,-76.7418300654
24,-76.8903225806
25,-76.964516129
26,-76.4828767123
