frequency,avg_rssi
11,-72.1385542169
12,-72.8603104213
13,-74.5739750446
14,-74.777385159
15,-75.5836065574
16,-74.9078498294
17,-75.1962134251
18,-75.5335689046
19,-76.511589404
20,-75.9844290657
21,-77.2215088283
22,-74.3014256619
23,-76.8461538462
24,-76.7820299501
25,-77.3971291866
26,-76.7715231788
