frequency,avg_rssi
11,-74.2857142857
12,-76.2245430809
13,-76.7682291667
14,-74.9624664879
15,-76.7697674419
16,-77.3634311512
17,-77.2643678161
18,-76.9785714286
19,-78.1603563474
20,-76.1243523316
21,-78.3082039911
22,-71.0896057348
23,-76.2823218997
24,-76.7575757576
25,-75.9389920424
26,-75.0363128492
