frequency,avg_rssi
11,-69.984
12,-69.1416893733
13,-68.9395604396
14,-69.5702917772
15,-69.2158469945
16,-69.7894736842
17,-69.3418079096
18,-69.132183908
19,-70.4545454545
20,-69.7506925208
21,-70.6117021277
22,-64.8487972509
23,-71.0234986945
24,-70.5417789757
25,-71.0296495957
26,-71.9787798408
