frequency,avg_rssi
11,-76.8853503185
12,-78.0735294118
13,-78.099112426
14,-78.8263888889
15,-78.9905660377
16,-78.6506849315
17,-78.2429775281
18,-77.1875945537
19,-78.2951724138
20,-76.7091757387
21,-78.0630498534
22,-71.5403587444
23,-77.9303030303
24,-77.3640699523
25,-78.717037037
26,-78.2507936508
