frequency,avg_rssi
11,-66.7248803828
12,-67.4597156398
13,-69.5837004405
14,-69.8859060403
15,-70.9553571429
16,-70.798185941
17,-70.512254902
18,-70.4822695035
19,-71.0511111111
20,-69.2092457421
21,-70.9038901602
22,-65.8649425287
23,-71.3783185841
24,-71.149321267
25,-71.9846491228
26,-72.2391304348
