frequency,avg_rssi
11,-75.5931372549
12,-76.0567901235
13,-76.2400990099
14,-76.3913043478
15,-76.7516339869
16,-74.5949367089
17,-76.0909090909
18,-75.6939759036
19,-77.8860215054
20,-75.588688946
21,-76.6730310263
22,-72.1382636656
23,-77.1921182266
24,-78.2183908046
25,-77.3937198068
26,-77.6120092379
