frequency,avg_rssi
11,-75.2811059908
12,-76.5456475584
13,-77.9197651663
14,-78.5138339921
15,-79.5936920223
16,-79.0467836257
17,-79.8010948905
18,-78.2253829322
19,-79.5655577299
20,-77.7981220657
21,-79.6223175966
22,-75.0031446541
23,-79.3796296296
24,-79.2606741573
25,-79.2590909091
26,-80.0663716814
