frequency,avg_rssi
11,-74.6398963731
12,-76.1435523114
13,-77.5452538631
14,-77.9919517103
15,-79.0303030303
16,-79.1615969582
17,-78.2958333333
18,-78.4163265306
19,-79.0921568627
20,-78.0105042017
21,-80.0398550725
22,-73.9672619048
23,-79.625
24,-78.9482401656
25,-78.8251599147
26,-78.5294117647
