frequency,avg_rssi
11,-70.8651911469
12,-70.8060606061
13,-72.4434137291
14,-72.5539305302
15,-72.9193548387
16,-72.7643784787
17,-73.4945848375
18,-73.4327808471
19,-74.0415944541
20,-72.9869158879
21,-73.8140794224
22,-71.2441613588
23,-71.6824457594
24,-73.3401486989
25,-74.437716263
26,-73.7967332123
