frequency,avg_rssi
11,-72.7055961071
12,-74.9481641469
13,-74.8854625551
14,-73.4964200477
15,-75.4484978541
16,-75.7613882863
17,-76.2542016807
18,-74.8181818182
19,-76.8025210084
20,-73.951653944
21,-77.0330578512
22,-70.8436578171
23,-76.2778947368
24,-76.5351239669
25,-77.0505050505
26,-77.1115618661
