frequency,avg_rssi
11,-69.2114537445
12,-69.4868421053
13,-69.6263736264
14,-68.7293577982
15,-68.0114942529
16,-66.8920863309
17,-66.0523690773
18,-66.1738035264
19,-67.0170731707
20,-65.7603092784
21,-67.315403423
22,-63.0909090909
23,-67.375
24,-67.5581395349
25,-68.6799007444
26,-70.2295081967
