frequency,pdr
11,-52.5555555556
12,-54.8
13,-51.625
14,-53.0
15,-67.6
16,-60.9
17,-61.1
18,-67.0
19,-72.3
20,-55.0
21,-53.6
22,-54.3
23,-55.0
24,-52.0
25,-55.0
26,-64.4
