frequency,pdr
11,-51.3
12,-49.1
13,-52.1
14,-50.0
15,-56.7
16,-56.1
17,-51.7
18,-58.0
19,-49.9
20,-64.7
21,-57.0
22,-49.0
23,-49.0
24,-48.8
25,-48.1
26,-53.7
