frequency,pdr
11,-52.0
12,-59.0
13,-61.5
14,-52.1
15,-51.1
16,-55.0
17,-50.0
18,-52.5
19,-51.0
20,-50.9
21,-53.0
22,-55.3
23,-52.1
24,-53.5
25,-55.0
26,-52.0
