frequency,pdr
11,-88.1428571429
12,-90.5714285714
13,-91.0
14,-91.0
15,-91.0
16,-91.0
17,-88.1
18,-83.2222222222
19,-82.0
20,-81.9
21,-81.8
22,-81.8888888889
23,-82.0
24,-81.7
25,-82.0
26,-83.7
