frequency,pdr
11,-55.0
12,-61.0
13,-63.8
14,-79.1
15,-65.2
16,-70.0
17,-67.5
18,-70.0
19,-61.0
20,-58.0
21,-58.0
22,-58.0
23,-60.4
24,-59.0
25,-60.0
26,-61.0
