frequency,pdr
11,-68.2
12,-61.0
13,-61.1111111111
14,-61.0
15,-64.3333333333
16,-71.3
17,-62.3
18,-55.0
19,-61.0
20,-58.1
21,-66.9
22,-67.0
23,-72.9
24,-66.1
25,-67.0
26,-64.0
