frequency,pdr
11,-60.9
12,-68.0
13,-55.0
14,-50.0
15,-54.9
16,-51.9
17,-54.5
18,-55.0
19,-55.0
20,-55.0
21,-54.9
22,-55.9
23,-52.0
24,-50.1
25,-54.6
26,-50.1
