frequency,pdr
11,-65.6
12,-72.8888888889
13,-65.2222222222
14,-76.9
15,-68.5
16,-61.1
17,-67.1
18,-71.0
19,-67.8
20,-68.1
21,-67.8
22,-68.9
23,-81.5
24,-70.0
25,-70.0
26,-68.5
