frequency,pdr
11,-81.0
12,-79.4
13,-79.1
14,-80.2
15,-82.0
16,-82.0
17,-82.0
18,-82.0
19,-82.0
20,-82.0
21,-82.0
22,-81.875
23,-82.0
24,-83.0
25,-82.8
26,-83.0
