frequency,pdr
11,-45.1818181818
12,-49.3
13,-52.5454545455
14,-51.0
15,-46.0
16,-44.0
17,-45.5
18,-49.0
19,-46.0
20,-43.0
21,-43.0
22,-43.0
23,-44.7
24,-46.0
25,-46.0
26,-52.6
