frequency,pdr
11,-55.0
12,-61.3
13,-54.7
14,-49.2
15,-55.0
16,-51.1
17,-48.6
18,-55.2
19,-58.0
20,-61.7
21,-52.4
22,-52.0
23,-49.0
24,-50.1
25,-53.1
26,-54.8
