frequency,pdr
11,-52.0
12,-59.5
13,-59.8888888889
14,-58.7
15,-60.1
16,-57.8
17,-63.6
18,-59.4
19,-55.0
20,-55.0
21,-62.0
22,-52.0
23,-52.7
24,-57.4
25,-54.6
26,-55.0
