frequency,pdr
11,-53.0
12,-52.3
13,-52.5
14,-51.6
15,-54.3
16,-54.8
17,-55.7
18,-61.6
19,-58.0
20,-55.0
21,-52.0
22,-53.1
23,-51.9
24,-53.3636363636
25,-61.9
26,-46.0
