frequency,pdr
11,-55.0
12,-52.75
13,-55.0
14,-67.2
15,-77.6
16,-61.0
17,-65.6
18,-62.6
19,-56.7
20,-55.0
21,-67.9
22,-66.1
23,-64.1
24,-70.0
25,-55.0
26,-64.4
