frequency,pdr
11,-52.9
12,-63.7777777778
13,-55.0
14,-52.1
15,-55.0
16,-47.0
17,-50.4
18,-53.2
19,-54.8
20,-46.3
21,-49.2
22,-66.7
23,-54.0
24,-52.0
25,-49.3
26,-52.0
