frequency,pdr
11,-64.2857142857
12,-64.8
13,-67.0
14,-67.0
15,-66.1
16,-65.0
17,-66.9
18,-67.0
19,-75.6666666667
20,-70.0
21,-69.4
22,-67.0
23,-67.0
24,-67.0
25,-66.0
26,-67.0
