frequency,pdr
11,-49.0
12,-52.2
13,-49.8
14,-51.3
15,-43.0
16,-46.0
17,-43.0
18,-54.9
19,-46.0
20,-54.4
21,-45.5
22,-44.0
23,-47.6
24,-43.0
25,-46.1
26,-58.7
