frequency,pdr
11,-46.7
12,-56.7777777778
13,-49.3
14,-57.1
15,-49.0
16,-51.5454545455
17,-61.8
18,-61.9
19,-58.6
20,-49.2
21,-53.8
22,-52.2
23,-53.9
24,-64.0
25,-43.6
26,-46.4
