frequency,pdr
11,-52.4
12,-55.0
13,-64.6666666667
14,-55.0
15,-54.0
16,-57.7
17,-49.9
18,-55.0
19,-60.5
20,-57.0
21,-56.3
22,-53.5
23,-53.9
24,-52.0
25,-49.0
26,-49.6
