frequency,pdr
11,-40.0
12,-41.0
13,-59.5
14,-47.9
15,-48.1
16,-45.5
17,-42.1
18,-44.8
19,-53.8
20,-43.8
21,-46.0
22,-46.0
23,-45.5
24,-43.0
25,-43.0
26,-43.9
