frequency,pdr
11,-73.0
12,-72.8
13,-73.0
14,-74.9
15,-76.5
16,-79.0
17,-79.0
18,-79.0
19,-82.1
20,-91.0
21,-90.9
22,-86.0
23,-86.9
24,-90.8
25,-88.5
26,-79.0
