frequency,pdr
11,-79.0
12,-79.9
13,-79.0
14,-79.0
15,-79.0
16,-79.0
17,-79.0
18,-79.0
19,-78.6
20,-78.2
21,-78.1
22,-77.0
23,-76.0
24,-76.5
25,-76.0
26,-76.5
