frequency,pdr
11,-54.8
12,-60.4444444444
13,-57.9
14,-59.1
15,-68.5
16,-60.5
17,-53.3
18,-55.6
19,-52.0
20,-46.5
21,-49.3
22,-51.6
23,-52.0
24,-54.7
25,-47.7
26,-46.0
