frequency,pdr
11,-79.0
12,-79.0
13,-77.0
14,-76.0
15,-76.0
16,-76.0
17,-75.0
18,-74.6
19,-75.0
20,-76.0
21,-76.5
22,-77.0
23,-78.4444444444
24,-79.0
25,-79.0
26,-79.0
