frequency,pdr
11,-52.0
12,-49.0
13,-48.6
14,-47.1
15,-51.7
16,-55.0
17,-51.8
18,-60.4
19,-70.0
20,-60.0
21,-51.3333333333
22,-46.0
23,-44.0
24,-43.8
25,-43.7
26,-43.4
