frequency,pdr
11,-67.0
12,-67.0
13,-70.0
14,-70.0
15,-70.0
16,-70.0
17,-70.1
18,-73.0
19,-77.5
20,-79.0
21,-79.0
22,-77.3
23,-75.8
24,-73.8
25,-73.5
26,-74.7
