frequency,pdr
11,-49.8
12,-45.0
13,-45.8
14,-46.0
15,-49.0
16,-55.0
17,-54.5
18,-71.6
19,-58.1
20,-49.0
21,-49.0
22,-55.0
23,-54.4
24,-49.0
25,-46.1
26,-49.0
