frequency,pdr
11,-69.0
12,-64.4
13,-63.6666666667
14,-64.0
15,-68.0
16,-61.0
17,-58.7
18,-61.0
19,-69.7
20,-58.0
21,-61.4
22,-67.0
23,-71.7
24,-64.8
25,-60.8
26,-81.4
