frequency,pdr
11,-43.3
12,-39.9
13,-42.4
14,-45.7
15,-46.0
16,-49.0
17,-46.0
18,-55.3
19,-47.2
20,-51.7
21,-47.8
22,-46.0
23,-46.8
24,-53.6
25,-46.4
26,-46.0
