frequency,pdr
11,-57.6
12,-63.3
13,-55.0
14,-55.0
15,-64.4
16,-55.9
17,-55.0
18,-68.0
19,-64.0
20,-55.2
21,-59.6
22,-60.0
23,-55.9
24,-58.0
25,-58.0
26,-71.2
