frequency,pdr
11,-52.0
12,-52.0
13,-50.0
14,-50.0
15,-52.1
16,-55.0
17,-54.1
18,-52.6
19,-53.9
20,-55.0
21,-60.9
22,-67.2
23,-58.0
24,-55.0
25,-52.2
26,-52.0
