frequency,pdr
11,-55.0
12,-49.1
13,-57.9
14,-53.0
15,-56.0909090909
16,-63.0
17,-54.4
18,-67.3
19,-61.0
20,-69.1
21,-62.7
22,-68.2
23,-63.0
24,-55.0
25,-52.8
26,-67.0
