frequency,pdr
11,-68.0
12,-72.2
13,-75.8
14,-79.0
15,-74.5
16,-71.2
17,-70.0
18,-70.0
19,-70.0
20,-69.0
21,-68.6
22,-68.7
23,-70.0
24,-70.0
25,-72.1
26,-73.0
