frequency,pdr
11,-79.4
12,-69.375
13,-66.4
14,-70.2
15,-67.0
16,-58.0
17,-67.0
18,-65.2
19,-60.1
20,-66.2
21,-61.1
22,-64.6
23,-70.4
24,-64.0
25,-67.0
26,-67.7
