frequency,pdr
11,-43.1
12,-46.5
13,-45.9
14,-47.8
15,-50.7
16,-54.0
17,-55.0
18,-54.0
19,-45.9
20,-43.0
21,-44.4
22,-49.0
23,-49.0
24,-52.0
25,-51.4
26,-44.3
