frequency,pdr
11,-49.0
12,-49.0
13,-49.0
14,-52.0
15,-51.8
16,-50.0
17,-51.8
18,-53.4
19,-54.8
20,-51.6
21,-49.4
22,-49.3
23,-51.3
24,-52.0
25,-53.3
26,-55.0
