frequency,pdr
11,-51.8
12,-49.7
13,-49.0
14,-49.0
15,-52.0
16,-53.9
17,-52.0
18,-60.8
19,-50.0
20,-47.4
21,-45.7
22,-53.4
23,-47.1
24,-53.8
25,-52.0
26,-49.0
