frequency,pdr
11,-65.25
12,-70.875
13,-70.5
14,-64.1
15,-58.0
16,-58.0
17,-58.0
18,-58.6
19,-58.0
20,-58.0
21,-60.2
22,-58.2
23,-64.1
24,-64.4
25,-59.0
26,-63.6
